Authors,Link,Tickers,Time,Title,Strategy
 Nocturnian,/article/4107685-equifax-revenue-business-model-will-impacted-breach,EFX," Sep. 18, 2017, 12:37 PM ",Equifax: How Revenue And Business Model Will Be Impacted By The Breach,Short
 Orange Peel Investments,/article/4107605-mallinckrodt-fire-time-reputable-110-year-old-peer-reviewed-medical-journal,MNK," Sep. 18, 2017, 8:52 AM ","Mallinckrodt Is Under Fire Again, This Time From A Reputable, 110-Year-Old, Peer-Reviewed Medical Journal",Short
 JP Research,/article/4107590-ticking-time-bomb-kevin-plank-hiding-within-armour,UAA," Sep. 18, 2017, 7:42 AM ",The Ticking Time Bomb Kevin Plank Is Hiding Within Under Armour,Short
 Bull & Bear Trading,/article/4107359-snaps-monetization-problems-indicative-failing-business-model,SNAP," Sep. 15, 2017, 3:43 PM ",Snap's Monetization Problems Indicative Of A Failing Business Model,Short
 Hedgeye,/article/4107350-sell-deere-trouble-farm,DE," Sep. 15, 2017, 3:00 PM ",Sell Deere: There's Trouble On The Farm,Short
 TripleGate,/article/4107283-ocular-see-evil-hear-evil,OCUL," Sep. 15, 2017, 12:40 PM ","Ocular: See No Evil, Hear No Evil",Short
 Strubel Investment Management,/article/4107221-juice-left-energizer-holdings,ENR," Sep. 15, 2017, 9:38 AM ",No Juice Left At Energizer Holdings,Short
 Contrarian PM,/article/4107218-perilous-management-capital-structure-escalated-risk-teladoc,TDOC," Sep. 15, 2017, 8:55 AM ",Perilous Management Of Capital Structure Has Escalated The Risk At Teladoc,Short
 Orange Peel Investments,/article/4107121-teva-looks-hit-insys-hurts,INSY," Sep. 14, 2017, 5:28 PM ",Teva Looks to Hit Insys Where It Hurts,Short
 Karim Henide,/article/4107057-axovant-sciences-progressively-contentious-alzheimers-claim,AXON," Sep. 14, 2017, 3:20 PM ",Axovant Sciences: The Progressively Contentious Alzheimer's Claim,Short
 Terry Chrisomalis,/article/4106966-achillion-crushed-johnson-and-johnson-heads-exit,ACHN," Sep. 14, 2017, 12:48 PM ",Achillion Is Crushed As Johnson & Johnson Heads For The Exit,Short
 EnerTuition,/article/4106958-ntsb-decision-effectively-kill-tesla-autopilot-versions-prior-2_5,TSLA," Sep. 14, 2017, 12:04 PM ",Did NTSB Decision Effectively Kill Off Tesla Autopilot Versions Prior To 2.5?,Short
 Centaur Investments,/article/4106921-dean-foods-fights-uphill-battle-dairy-industry,DF," Sep. 14, 2017, 10:27 AM ",Dean Foods Fights An Uphill Battle Against The Dairy Industry,Short
 Nocturnian,/article/4106660-can-equifax-go,EFX," Sep. 13, 2017, 3:47 PM ",Where Can Equifax Go From Here?,Short
 D.M. Martins Research,/article/4106526-apple-just-previewed-demise-snap,SNAP," Sep. 13, 2017, 12:51 PM ",Apple Has Just Previewed The Demise Of Snap,Short
 Altitrade Partners,/article/4106447-overbought-overvalued-short-sellers-celsius-holdings-may-finally-right,CELH," Sep. 13, 2017, 9:56 AM ",Overbought And Overvalued: Why The Short Sellers In Celsius Holdings May Finally Have It Right,Short
 Paulo Santos,/article/4106443-equifax-impact-symantec,SYMC," Sep. 13, 2017, 9:49 AM ",The Equifax Impact On Symantec,Short
 Henrik Alex,/article/4106410-majority-bondholders-opposes-seadrills-reorganization-plan,SDRL," Sep. 13, 2017, 8:00 AM ",Majority Of Bondholders Opposes Seadrill's Reorganization Plan,Short
 Donn Bailey,/article/4106266-china-ban-petrol-diesel-cars-seriously,TSLA," Sep. 12, 2017, 4:53 PM ",China To Ban All Petrol And Diesel Cars? Seriously?,Short
 Stephen Castellano,/article/4106239-viasat-inc-viable-short-sale-candidate,VSAT," Sep. 12, 2017, 4:24 PM ","ViaSat, Inc.: A Viable Short-Sale Candidate?",Short
 Shock Exchange,/article/4106180-valeant-run-catalysts,VRX," Sep. 12, 2017, 1:45 PM ",Has Valeant Run Out Of Catalysts?,Short
 John Petersen,/article/4106081-morgan-stanleys-cobalt-report-mirrors-analysis-teslas-supply-chain-risks,TSLA," Sep. 12, 2017, 12:09 PM ",Morgan Stanley's Cobalt Report Mirrors My Analysis Of Tesla's Supply Chain Risks,Short
 Spring Mill Research,/article/4106052-pollo-loco-overvalued,LOCO," Sep. 12, 2017, 11:01 AM ",Pollo Loco: Overvalued,Short
 Galileo Russell,/article/4106048-financial-distress-table-blink-charging,CCGI," Sep. 12, 2017, 10:13 AM ",Financial Distress Is On The Table For Blink Charging,Short
 Alpha Exposure,/article/4106042-newlink-curious-case-missing-patients,NLNK," Sep. 12, 2017, 9:56 AM ",Newlink And The Curious Case Of The Missing Patients,Short
 Oliver Reiche,/article/4106019-top-ships-will-massive-dilution-ever-end,TOPS," Sep. 12, 2017, 8:48 AM ",TOP Ships: Will The Massive Dilution Ever End?,Short
 Anton Wahlman,/article/4105879-infiniti-outgrowing-tesla-7-1-u-s-market-far-2017,"NSANY, TSLA"," Sep. 11, 2017, 4:46 PM ",Infiniti Outgrowing Tesla 7:1 In The U.S. Market So Far In 2017,Short
 The Structure Of Price,/article/4105875-amd-gift-may-keep-giving,AMD," Sep. 11, 2017, 4:36 PM ",AMD: The Gift That May Not Keep On Giving,Short
" Sep. 11, 2017, 9:40 AM ",/article/4105714-health-insurance-innovations-penalties-exceed-100-million-undisclosed-domino-effect,Editors' Pick , HIIQ,Health Insurance Innovations: Penalties To Exceed $100 Million And Undisclosed 'Domino Effect',Short
 The Growth Path Guru,/article/4105677-green-bancorp-failing-energy-loans-inadequate-loss-reserves,GNBC," Sep. 11, 2017, 6:57 AM ","Green Bancorp: Failing Energy Loans, Inadequate Loss Reserves",Short
" Sep. 9, 2017, 9:25 AM ",/article/4105240-jinkosolar-facing-catchminus-22,Editors' Pick , JKS,JinkoSolar - Facing A Catch-22,Short
 Donn Bailey,/article/4105496-tesla-faint-model-3-payment,TSLA," Sep. 8, 2017, 9:03 PM ",Tesla: Don't Faint At The Model 3 Payment,Short
 Montana Investment Analysis,/article/4105479-ev-mandate-looms-gm-china-surge,GM," Sep. 8, 2017, 6:44 PM ",EV Mandate Looms Over GM China Surge,Short
 Paulo Santos,/article/4105426-tesla-cameras-might-win-autonomous-race,TSLA," Sep. 8, 2017, 3:18 PM ",Tesla: Cameras Might Win The Autonomous Race After All,Short
 David Trainer,/article/4105290-closing-danger-zone-pick-zoes-kitchen,ZOES," Sep. 8, 2017, 12:25 PM ",Closing Danger Zone Pick: Zoe's Kitchen,Short
 Orange Peel Investments,/article/4105272-mallinckrodt-short-employees-now-join-express-scripts-critics,MNK," Sep. 8, 2017, 11:59 AM ",Mallinckrodt Is A Short As Employees Now Join Express Scripts As Critics,Short
" Sep. 8, 2017, 9:12 AM ",/article/4105237-new-media-still-seems-make-zero-sense,Editors' Pick , NEWM,New Media Still Seems To Make Zero Sense,Short
 EnerTuition,/article/4105229-death-rebate-california-senate-shows-teslas-precarious-position,TSLA," Sep. 8, 2017, 8:40 AM ",Death Of Rebate In California Senate Shows Tesla's Precarious Position,Short
 Henrik Alex,/article/4105218-tintri-next-violin-memory-making,TNTR," Sep. 8, 2017, 7:45 AM ",Tintri - The Next Violin Memory In The Making,Short
 Bill Maurer,/article/4105152-equifax-sell-worsens,EFX," Sep. 7, 2017, 10:27 PM ",Equifax: Sell Before It Worsens,Short
 Bears of Wall Street,/article/4105079-himax-lots-promises-results,HIMX," Sep. 7, 2017, 3:38 PM ",Himax: Lots Of Promises With No Results,Short
 Anton Wahlman,/article/4105054-mazda-takes-swing-tesla-2-electric-cars,"MZDAY, TSLA"," Sep. 7, 2017, 3:11 PM ",Mazda Takes A Swing At Tesla With 2 Electric Cars,Short
 Robert Niblack,/article/4104840-bp-prudhoe-bay-royalty-trust-will-likely-cut-dividend-sharply-terminate,BPT," Sep. 7, 2017, 12:48 PM ","BP Prudhoe Bay Royalty Trust Will Likely Cut Its Dividend Sharply, Then Terminate",Short
 Bull & Bear Trading,/article/4104830-facebook-digs-snaps-grave-apple-will-put-nails-coffin,SNAP," Sep. 7, 2017, 11:58 AM ","While Facebook Digs Snap's Grave, Apple Will Put Nails In The Coffin",Short
 First Floor Finance,/article/4104770-ford-ignoring-auto-ownership-trends,F," Sep. 7, 2017, 9:44 AM ",Ford Is Ignoring Auto Ownership Trends,Short
 Citron Research,/article/4104664-generous-gbtc-trade-10-percent-premium-nav-500,GBTC," Sep. 6, 2017, 8:38 PM ","Being Generous, GBTC Should Trade At A 10% Premium To NAV: $500",Short
 Andrew McElroy,/article/4104634-toy-story,HAS," Sep. 6, 2017, 6:03 PM ",A Toy Story,Short
 Michael Wiggins De Oliveira,/article/4104617-amd-now-time-exit,AMD," Sep. 6, 2017, 5:11 PM ",AMD: Now Is The Time To Exit,Short
 Alisa Kazimirchik,/article/4104584-finish-line-way-go,FINL," Sep. 6, 2017, 2:54 PM ",Finish Line: Way Down We Go,Short
 Josh Rudnik,/article/4104577-united-airlines-looks-like-great-short,UAL," Sep. 6, 2017, 2:42 PM ",United Airlines Looks Like A Great Short,Short
" Sep. 6, 2017, 10:43 AM ",/article/4104436-santander-consumer-usa-play-short-via-put-options,Editors' Pick , SC,Santander Consumer USA: Play The Short Via Put Options,Short
" Sep. 6, 2017, 7:45 AM ",/article/4104267-ugly-disclosure-scana,Editors' Pick , SCG,Ugly Disclosure For Scana,Short
 Trevor Courtney,/article/4104269-get-conned-price-vs-value,CONN," Sep. 5, 2017, 4:39 PM ",Don't Get Conned: Price Vs. Value,Short
 Terry Chrisomalis,/article/4104236-otonomy-fails-phase-iii-best-avoid,OTIC," Sep. 5, 2017, 3:12 PM ",Otonomy Fails Phase III - Best To Avoid,Short
 Donn Bailey,/article/4104234-californias-tesla-bill-dies-state-senate,TSLA," Sep. 5, 2017, 2:38 PM ",California's 'Tesla' Bill Dies In State Senate,Short
 Viceroy Research,/article/4104212-mitsubishi-tanabe-making-huge-mistake-believe-neuroderm-lemon,NDRM," Sep. 5, 2017, 2:06 PM ",Mitsubishi Tanabe Is Making A Huge Mistake: Why We Believe NeuroDerm Is A Lemon,Short
" Sep. 5, 2017, 1:24 PM ",/article/4104188-hurricanes-galore-harvey-irma-maybe,Editors' Pick ," HCI, UIHC, UVE","Hurricanes Galore: Harvey, Irma, And Maybe More",Short
 David Trainer,/article/4104180-closing-danger-zone-pick-verifone-systems,PAY," Sep. 5, 2017, 1:07 PM ",Closing Danger Zone Pick: Verifone Systems,Short
 Tariq Dennison,/article/4104164-7-cs-tesla-might-crash-burn,TSLA," Sep. 5, 2017, 12:59 PM ",The 7 Cs Of How Tesla Might Crash (But Not Burn),Short
 Gary Alexander,/article/4104161-competition-will-tear-workday-apart,WDAY," Sep. 5, 2017, 12:17 PM ",Competition Will Tear Workday Apart,Short
 Terry Chrisomalis,/article/4104079-teva-receives-fda-approval-enough,TEVA," Sep. 5, 2017, 7:52 AM ","Teva Receives FDA Approval, But It Won't Be Enough",Short
 Simeon Rusanov,/article/4103993-intel-value-play-value-trap,INTC," Sep. 4, 2017, 2:39 PM ",Intel: Value Play Or Value Trap?,Short
 Tuttle Capital,/article/4103848-debenhams-ideal-brexit-short,"DBHSF, DBHSY"," Sep. 3, 2017, 1:56 PM ",Debenhams - The Ideal Brexit Short?,Short
 Albert Goldson,/article/4103756-rosneft-wading-venezuelan-tar-pits,"RNFTF, OCRNL"," Sep. 2, 2017, 4:51 AM ",Rosneft Wading Into The Venezuelan Tar Pits,Short
 Anton Wahlman,/article/4103729-august-sales-chevrolet-bolt-ev-sold-tesla-model-3-tune-28-1,"TSLA, GM"," Sep. 1, 2017, 4:00 PM ",August Sales Are In: Chevrolet Bolt EV Out Sold Tesla Model 3 To The Tune Of 28:1,Short
 Bill Maurer,/article/4103674-tesla-discounts-piling,TSLA," Sep. 1, 2017, 1:19 PM ",Tesla Discounts Are Piling Up,Short
 Henrik Alex,/article/4103630-get-short-seadrill-mornings-bogus-takeover-news,SDRL," Sep. 1, 2017, 11:33 AM ",Get Short Seadrill Into This Morning's Bogus Takeover News,Short
 White Diamond Research,/article/4103579-shiftpixy-just-struggling-staffing-agency-app-downloads-50-percent-downside,PIXY," Sep. 1, 2017, 8:21 AM ","ShiftPixy Is Just A Struggling Staffing Agency, It Has Very Few App Downloads, 50%+ Downside",Short
 Research & Investment,/article/4103570-sec-investigates-dryships-time,DRYS," Sep. 1, 2017, 8:00 AM ",SEC Investigates DryShips: It's About Time,Short
 Donn Bailey,/article/4103486-tesla-looking,TSLA," Aug. 31, 2017, 6:22 PM ",Tesla: Looking Down From Above,Short
 FundSpec.IO,/article/4103458-tesla-similarities-bubbles-past,TSLA," Aug. 31, 2017, 3:45 PM ",Tesla: Similarities To Bubbles Past,Short
 Vince Martin,/article/4103417-vera-bradley-short-stays-q2,VRA," Aug. 31, 2017, 1:56 PM ",Vera Bradley: The Short Stays On After Q2,Short
 Anton Wahlman,/article/4103361-tesla-selling-beta-test-cars-employees-model-3-revenue-recognition-remains-joke,TSLA," Aug. 31, 2017, 12:44 PM ",Tesla Selling Beta Test Cars To Employees: Model 3 Revenue Recognition Remains A Joke,Short
 George Kesarios,/article/4103334-snap-never-ending-short-play,SNAP," Aug. 31, 2017, 11:26 AM ",Snap: The Never-Ending Short Play,Short
 Bill Cunningham,/article/4103332-teslas-warranty-expense-somethings-badly-amiss,TSLA," Aug. 31, 2017, 11:23 AM ",Tesla's Warranty Expense: Something's Badly Amiss,Short
 Research & Investment,/article/4103270-top-ships-974-percent-dilution,TOPS," Aug. 31, 2017, 8:30 AM ",Top Ships: 974% Dilution,Short
" Aug. 30, 2017, 1:25 PM ",/article/4103027-avoid-armstrong-flooring-downside-ahead,Editors' Pick , AFI,Avoid Armstrong Flooring: More Downside Ahead,Short
 Josh Rudnik,/article/4102905-wells-fargo-short,WFC," Aug. 30, 2017, 7:51 AM ",Why Wells Fargo Is A Short,Short
 Pantho Investments,/article/4102920-lululemon-misses-q2-earnings-like-foot-locker,LULU," Aug. 30, 2017, 7:49 AM ","What If Lululemon Misses Q2 Earnings, Like Foot Locker?",Short
" Aug. 30, 2017, 1:47 AM ",/article/4102853-sprint-compelling-short-multiple-ways-win,Editors' Pick , S,Sprint: Compelling Short With Multiple Ways To Win,Short
" James Ryans, CFA",/article/4102771-memo-twitters-new-cfo-present-simple-facts,TWTR," Aug. 29, 2017, 3:41 PM ",Memo To Twitter's New CFO: Present The Simple Facts,Short
 The Street Sweeper,/article/4102675-adomani-cfo-support-valuation,ADOM," Aug. 29, 2017, 12:32 PM ",Adomani CFO: Can't Support Valuation,Short
 Aaron Saunders,/article/4102681-yes-sears-hometown-outlet-stores-doomed,SHOS," Aug. 29, 2017, 12:22 PM ","Yes, Sears Hometown And Outlet Stores Is Doomed",Short
 Comanche Peak Investments,/article/4102649-santander-consumer-usa-time-add-short,SC," Aug. 29, 2017, 11:07 AM ",Santander Consumer USA: Time To Add To The Short,Short
 Josh Arnold,/article/4102648-lumber-liquidators-go,LL," Aug. 29, 2017, 11:05 AM ",Lumber Liquidators: Here We Go Again,Short
 Earnings Investing,/article/4102615-best-buy-short-play,BBY," Aug. 29, 2017, 10:13 AM ",Best Buy: Short Play,Short
 Donn Bailey,/article/4102462-tesla-price-slashing-underway,TSLA," Aug. 28, 2017, 5:20 PM ",Tesla: Price Slashing Underway,Short
 The Structure Of Price,/article/4102416-tesla-exquisitely-timed-bond-issue-foretells-short,TSLA," Aug. 28, 2017, 2:40 PM ",Tesla: Exquisitely Timed Bond Issue Foretells A Short,Short
 Robinson Roacho,/article/4102332-ford-trouble,F," Aug. 28, 2017, 11:50 AM ",Is Ford In Trouble?,Short
 Bears of Wall Street,/article/4102302-activision-momentum-end,ATVI," Aug. 28, 2017, 10:40 AM ",Activision: The Momentum Is About To End,Short
" Aug. 28, 2017, 9:47 AM ",/article/4102284-usa-technologies-growth-slowing-cracks-beneath-surface-50-percent-downside-fair-value,Editors' Pick , USAT,USA Technologies: Growth Slowing And Cracks Beneath The Surface - 50% Downside To Fair Value,Short
 Anton Wahlman,/article/4102024-morgan-stanleys-clueless-tesla-report,TSLA," Aug. 25, 2017, 5:04 PM ",Morgan Stanley's Clueless Tesla Report,Short
 Donn Bailey,/article/4102017-tesla-executive-turmoil,TSLA," Aug. 25, 2017, 4:16 PM ",Tesla: More Executive Turmoil?,Short
 Josh Rudnik,/article/4101985-mondelez-cracking-must-shorted,MDLZ," Aug. 25, 2017, 3:06 PM ",Mondelez Is Cracking And Must Be Shorted,Short
 John Petersen,/article/4101993-teslas-first-decade-battery-pack-progress-much-ado-nothing,TSLA," Aug. 25, 2017, 2:50 PM ",Tesla's First Decade Of Battery Pack Progress - Much Ado About Nothing,Short
 Mark Hibben,/article/4101969-teslas-self-driving-car-scandal,TSLA," Aug. 25, 2017, 1:29 PM ",Tesla's Self-Driving Car Scandal,Short
" Aug. 25, 2017, 12:21 PM ",/article/4101954-nvidia-set-take-significant-growth-hit,Editors' Pick , NVDA,Nvidia Is Set To Take A Significant Growth Hit,Short
 Bank On Insight,/article/4101932-gamestop-bet-secular-trends,GME," Aug. 25, 2017, 12:02 PM ",GameStop: Don't Bet Against Secular Trends,Short
 Philaretos,/article/4101733-new-age-beverages-corporation-definitely-bet-horse,NBEV," Aug. 24, 2017, 4:30 PM ",New Age Beverages Corporation: Definitely Don't Bet On This Horse,Short
 The Structure Of Price,/article/4101723-amd-confusion-comes-direction,AMD," Aug. 24, 2017, 3:26 PM ",AMD: Out Of Confusion Comes A Direction,Short
 Orange Peel Investments,/article/4101707-petmed-5-questions-need-answers-anyone-invests,PETS," Aug. 24, 2017, 3:15 PM ",PetMed: 5 Questions That Need Answers Before Anyone Invests,Short
 Stephen Giroux,/article/4101639-fiat-chrysler-spinning-profits,FCAU," Aug. 24, 2017, 12:49 PM ",Fiat Chrysler Is Spinning-Off Profits,Short
 Kwan-Chen Ma,/article/4101624-tesla-bonds-look-like-stock,TSLA," Aug. 24, 2017, 11:51 AM ",Tesla Bonds Look Like The Stock?,Short
 Henrik Alex,/article/4101547-seadrill-equityholders-might-see-recovery,SDRL," Aug. 24, 2017, 7:39 AM ",Seadrill Equityholders Might See No Recovery At All,Short
 Josh Rudnik,/article/4101476-now-right-time-short-disney,DIS," Aug. 23, 2017, 6:50 PM ",Why Now Is The Right Time To Short Disney,Short
 Citron Research,/article/4101408-motorola-solutions-total-eclipse-truth,MSI," Aug. 23, 2017, 2:16 PM ",Motorola Solutions: Total Eclipse Of The Truth,Short
 Technology Investing,/article/4101299-amd-technology-falls-short-next,AMD," Aug. 23, 2017, 11:41 AM ","AMD Technology Falls Short, What's Next?",Short
 Terry Chrisomalis,/article/4101282-ultragenyx-short-opportunity,RARE," Aug. 23, 2017, 11:13 AM ",Ultragenyx: Short Opportunity,Short
 Matt Stewart,/article/4101050-icahn-sings-love-tender-pershing-square,HLF," Aug. 22, 2017, 2:43 PM ",Icahn Sings 'Love Me Tender' To Pershing Square,Short
" Aug. 22, 2017, 12:48 PM ",/article/4100997-allergan-still-downside-ahead,Editors' Pick , AGN,Allergan - Still Further Downside Ahead,Short
 Common Sense Approach,/article/4100979-control4-applying-federal-tax-yield-30-percent-downside-sell-side-eps-estimates-targets,CTRL," Aug. 22, 2017, 12:38 PM ",Control4: Applying Federal Tax Would Yield 30% Downside To Sell-Side EPS Estimates And Targets,Short
 The Structure Of Price,/article/4100983-cisco-way,CSCO," Aug. 22, 2017, 12:10 PM ",Cisco: On The Way Down,Short
 Victor Dergunov,/article/4100980-nvidia-suggests-nasdaq-turbulence-may-closer-many-fear,NVDA," Aug. 22, 2017, 12:07 PM ",Nvidia Suggests Nasdaq Turbulence May Be Closer Than Many Fear,Short
 Bill Cunningham,/article/4100804-yet-another-capital-raise-horizon-tesla,TSLA," Aug. 21, 2017, 5:57 PM ",Yet Another Capital Raise On The Horizon For Tesla,Short
 DoctoRx,/article/4100789-amazon-waterfall-decline-might-underway,AMZN," Aug. 21, 2017, 4:31 PM ",Amazon: Why A Waterfall Decline Might Be Underway,Short
 Alex Cho,/article/4100763-teslas-market-valuation-can-explained-right,TSLA," Aug. 21, 2017, 3:19 PM ","Tesla's Market Valuation Can Be Explained, But Is It Right?",Short
 Simeon Rusanov,/article/4100750-amd-challenges-beyond-next-earnings-report,AMD," Aug. 21, 2017, 2:08 PM ",AMD: Challenges Beyond The Next Earnings Report,Short
 Terry Chrisomalis,/article/4100709-ophthotech-3-strikes,OPHT," Aug. 21, 2017, 1:23 PM ",Ophthotech: 3 Strikes And It's Out?,Short
 Terry Chrisomalis,/article/4100694-troubles-never-end-teva,TEVA," Aug. 21, 2017, 12:33 PM ",The Troubles Never End For Teva,Short
 Orange Peel Investments,/article/4100689-tesla-bond-price-indicates-risk,TSLA," Aug. 21, 2017, 11:57 AM ",Tesla Bond Price Indicates More Risk,Short
