Time,Link,Title,Authors,Tickers,Strategy
" May 19, 2017, 11:48 AM ",/article/4074720-foot-locker-opportunity-week,Foot Locker: Opportunity Of The Week, Quad 7 Capital,FL,Long
" May 19, 2017, 11:34 AM ",/article/4074717-ross-stores-purchase-shares-earnings-beat,Ross Stores: Should You Purchase Shares After The Earnings Beat?, Minutemen,ROST,Long
" May 19, 2017, 10:57 AM ",/article/4074688-tahoe-resources-big-winner,Tahoe Resources - A BIG Winner, Tony Cardinalli,TAHO,Long
" May 19, 2017, 10:19 AM ",/article/4074675-gnc-playing-fireworks-insider-conviction-vs-short-sellers,GNC: Playing With Fireworks - Insider Conviction Vs. Short Sellers, Playing Contrarian,GNC,Long
" May 19, 2017, 10:14 AM ",/article/4074683-deere-reality-check,Deere: Reality Check, Quad 7 Capital,DE,Long
" May 19, 2017, 9:59 AM ",/article/4074673-monster-results-give-market-hope-chesapeake-energy,Monster Results Give The Market Hope For Chesapeake Energy, Long Player,CHK,Long
" May 19, 2017, 9:53 AM ",/article/4074672-buy-gilead-get-hcv-free,Buy Gilead And Get HCV For Free, Thomas Pangia,GILD,Long
" May 19, 2017, 9:51 AM ",/article/4074670-sears-canada-time-believe,Sears Canada: Time to Believe Again, Sherif Samy,SRSC,Long
" May 19, 2017, 9:23 AM ",/article/4074662-nevsun-confusion-creates-value-opportunity,Nevsun: Confusion Creates Value Opportunity, Leland Wilkins,NSU,Long
 CIEN,/article/4074348-ciena-continuing-execute-well-growing-perhaps-changing-optical-market,"Ciena Continuing To Execute Well In A Growing, And Perhaps Changing, Optical Market"," May 19, 2017, 8:58 AM ",Editors' Pick ,Long
" May 19, 2017, 8:46 AM ",/article/4074659-inovio-surged-13-percent-week,Why Inovio Surged 13% This Week, William Meyers,INO,Long
 AGXXF,/article/4074330-agt-foods-recent-stumble-created-indigestion-also-opportunity-expectations-reset,AGT Food's Recent Stumble Has Created Some Indigestion But Also An Opportunity As Expectations Reset," May 19, 2017, 8:12 AM ",Editors' Pick ,Long
" May 19, 2017, 8:07 AM ",/article/4074638-shock-awe-results-salesforce,Shock And Awe Results By Salesforce, Jonathan Weber,CRM,Long
" IBM, MELI, RH",/article/4074635-stock-exchange-time-buy-dip-ibm,Stock Exchange: Time To Buy The Dip In IBM?," May 19, 2017, 7:35 AM ",Editors' Pick ,Long
" May 19, 2017, 4:03 AM ",/article/4074609-nordstrom-valuation-multiples-expectations-show-discrepancies,Nordstrom - Valuation Multiples And Expectations Show Discrepancies, Kenra Investors,JWN,Long
" May 19, 2017, 3:10 AM ",/article/4074601-imax-near-long-term-growth-catalysts,IMAX Has Near And Long-Term Growth Catalysts, Dan Strack,IMAX,Long
" May 18, 2017, 11:49 PM ",/article/4074586-amazon-just-busting-retail-busting-brands,"Amazon Isn't Just Busting Retail, It's Busting Brands", Shareholders Unite,AMZN,Long
" May 18, 2017, 11:40 PM ",/article/4074585-juniper-networks-time-buy,Juniper Networks: Is It Time To Buy?, Roman Luzgin,JNPR,Long
" May 18, 2017, 11:34 PM ",/article/4074583-apple-begins-new-chapter-india,Apple Begins A New Chapter In India, Mark Hibben,AAPL,Long
" May 18, 2017, 10:39 PM ",/article/4074573-thinking-buying-kohls,Thinking Of Buying Kohl's? I Am, Stock-Picking Bartender,KSS,Long
" May 18, 2017, 9:49 PM ",/article/4074570-patterson-companies-great-company-great-price,Patterson Companies: A Great Company At A Great Price, Castle Consumer Investing,PDCO,Long
" May 18, 2017, 9:41 PM ",/article/4074566-target-delivers-toothpaste-earnings,Target Delivers Toothpaste And Earnings, John Miller,TGT,Long
" May 18, 2017, 8:38 PM ",/article/4074561-tencent-dominant-player-chinas-consumer-internet-space,Tencent: The Dominant Player In China's Consumer Internet Space, Ang Shen,TCEHY,Long
" May 18, 2017, 5:53 PM ",/article/4074532-internet-things-internet-nand-good-news-micron,The Internet Of Things = The Internet Of NAND - Good News For Micron, William Tidwell,MU,Long
" May 18, 2017, 5:13 PM ",/article/4074518-rapid7-digesting-strong-q1-results,Rapid7: Digesting The Strong Q1 Results, Baron Chen,RPD,Long
" May 18, 2017, 4:25 PM ",/article/4074505-aphria-chosen-one,Aphria: The Chosen One, RoaringInvestor,APHQF,Long
" May 18, 2017, 4:10 PM ",/article/4074500-dollar-general-will-compete-wal-mart-affected-internet,Dollar General Will Compete With Wal-Mart And Not Affected By Internet, Holmes Osborne,DG,Long
" May 18, 2017, 4:02 PM ",/article/4074506-two-harbors-critical,Two Harbors: It's So Critical, Quad 7 Capital,TWO,Long
" May 18, 2017, 4:01 PM ",/article/4074494-novartis-follow-belgian-yellow-brick-road,Novartis: Follow The (Belgian) Yellow Brick Road, Andrea Poloni,NVS,Long
" May 18, 2017, 3:02 PM ",/article/4074482-wyndham-worldwide-potential-value-creation-rumored-spin,Wyndham Worldwide: Potential Value Creation From Rumored Spin-Off?, Michael Boyd,WYN,Long
" May 18, 2017, 3:01 PM ",/article/4074467-buy-navios-maritime-partners-l-p-great-value-likely-re-instate-dividend,Buy Navios Maritime Partners L.P. - Great Value And Likely To Re-Instate The Dividend, Seanvestments,NMM,Long
" May 18, 2017, 2:33 PM ",/article/4074452-bank-america-overvalued-really,Bank Of America Is Overvalued - Really?, Damon Verial,BAC,Long
" May 18, 2017, 1:40 PM ",/article/4074420-symantec-quarter-lot-better-headlines-wannacry-another-tailwind,"Symantec: Quarter Was A Lot Better Than The Headlines, WannaCry Is Another Tailwind", Bert Hochfeld,SYMC,Long
" May 18, 2017, 1:38 PM ",/article/4074432-pdl-biopharma-now-time-buy,PDL BioPharma: Now Is The Time To Buy, Adam Stich,PDLI,Long
" May 18, 2017, 12:33 PM ",/article/4074426-vale-corruption-scandal-brings-opportunity,Vale: Corruption Scandal Brings Opportunity, Vladimir Zernov,VALE,Long
" May 18, 2017, 12:26 PM ",/article/4074410-trinity-mirror-u-k-media-consolidation-play,Trinity Mirror: U.K. Media Consolidation Play, London Scot,TNMRY,Long
" May 18, 2017, 12:13 PM ",/article/4074406-buy-micron,Why I Wouldn't Buy Micron, Damon Verial,MU,Long
" May 18, 2017, 12:07 PM ",/article/4074412-qualcomm-boosts-stock-suing-apples-contract-manufacturers,How Qualcomm Boosts Its Stock By Suing Apple's Contract Manufacturers, The Structure Of Price,QCOM,Long
" May 18, 2017, 11:20 AM ",/article/4074385-next-sage-therapeutics,What's Next For Sage Therapeutics?, Bret Jensen,SAGE,Long
" May 18, 2017, 10:55 AM ",/article/4074381-iconix-hidden-gem-earnings-call-65-percent-boost-earnings-amortization-approach,Iconix: Hidden Gem On Earnings Call - 65% Boost In Earnings From Amortization Approach, Upside Research,ICON,Long
" May 18, 2017, 10:50 AM ",/article/4074384-better-alternative-dream-global,A Better Alternative To Dream Global, Jussi Askola,DUNDF,Long
" May 18, 2017, 10:40 AM ",/article/4074377-wellcare-health-plans-put-shopping-list,WellCare Health Plans: Put It On Your Shopping List, Gaurao Bhade,WCG,Long
" May 18, 2017, 10:24 AM ",/article/4074367-freeport-mcmoran-buy-weakness,Freeport-McMoRan: Buy On Weakness?, Sarfaraz A. Khan,FCX,Long
" May 18, 2017, 10:24 AM ",/article/4074366-nike-undervalued-large-cap-stock-2017,Nike Is The Most Undervalued Large-Cap Stock In 2017, Darwin Capital Management,NKE,Long
" May 18, 2017, 10:05 AM ",/article/4074359-alibaba-beats-amazon,Alibaba Beats Amazon, Jonathan Weber,BABA,Long
 PTLKY,/article/4074058-pt-lippo-karawaci-healthcare-business-provides-growth-upside-diversified-recurring-income,"PT Lippo Karawaci: Healthcare Business Provides Growth Upside, While Diversified, Recurring Income Base Protects Downside"," May 18, 2017, 10:00 AM ",Editors' Pick ,Long
" May 18, 2017, 9:53 AM ",/article/4074365-twitter-big-live-video-catalyst,Twitter: Big Live Video Catalyst, Stone Fox Capital,TWTR,Long
" May 18, 2017, 9:49 AM ",/article/4074355-chimerix-misunderstood-biotech-trading-near-cash-offers-substantial-upside,"Chimerix: This Misunderstood Biotech, Trading Near Cash, Offers Substantial Upside", Alpha Generator,CMRX,Long
" May 18, 2017, 9:29 AM ",/article/4074350-ivanhoe-mines-exciting-news,Ivanhoe Mines: More Exciting News, Peter Arendas,IVPAF,Long
" May 18, 2017, 9:15 AM ",/article/4074343-sony-stellar-2017,Sony: Stellar 2017, Nick Cox,SNE,Long
" May 18, 2017, 8:34 AM ",/article/4074340-ascena-sharply-undervalued-sell,Ascena: Sharply Undervalued After Sell-Off, Shane Legatzke,ASNA,Long
" May 18, 2017, 8:30 AM ",/article/4074325-almadex-minerals-highly-prospective-gold-porphyry-project,Almadex Minerals And The Highly Prospective Gold Porphyry Project, Leland Wilkins,AXDDF,Long
" May 18, 2017, 8:11 AM ",/article/4074328-esperion-therapeutics-away,"Esperion Therapeutics: Up, Up, And Away?", Strong Bio,ESPR,Long
 CZZ,/article/4074025-painfully-complex-cosan-remains-undervalued-play-brazil,"Painfully Complex, Cosan Remains An Undervalued Play On Brazil"," May 18, 2017, 8:10 AM ",Editors' Pick ,Long
" May 18, 2017, 8:08 AM ",/article/4074318-lawndale-capital-management-announces-voting-intent-willbros-groups-2017-proposals,Lawndale Capital Management Announces Voting Intent On Willbros Group's 2017 Proposals, Andrew Shapiro,WG,Long
" May 18, 2017, 6:50 AM ",/article/4074304-nvidias-gpus-hold-key-future-ai,Nvidia's GPUs Hold The Key To Future AI, Hudson River Capital Research,NVDA,Long
" May 18, 2017, 6:24 AM ",/article/4074305-signet-jewelers-looks-attractive,Here's Why Signet Jewelers Looks Attractive, Matt Hogan,SIG,Long
" May 18, 2017, 4:43 AM ",/article/4074289-ak-steel-expect-upside-7_50,AK Steel: Expect Upside To $7.50, Vladimir Zernov,AKS,Long
" May 18, 2017, 4:20 AM ",/article/4074283-sanchez-production-partners-going-green-gold,Sanchez Production Partners: Going For The Green Gold, Long Player,SNMP,Long
" May 17, 2017, 9:09 PM ",/article/4074235-general-electric-can-3d-print-dividends,General Electric Can 3D-Print Its Dividends, Abba's Aces,GE,Long
" May 17, 2017, 7:55 PM ",/article/4074230-macys-recent-results-market-panic,Macy's: Recent Results And Market Panic, Kenra Investors,M,Long
" May 17, 2017, 7:44 PM ",/article/4074228-6-reasons-frontier-communications-buy,6 Reasons Why Frontier Communications Is A Buy, Bill Zettler,FTR,Long
" May 17, 2017, 7:11 PM ",/article/4074222-glu-mobile-turned-around,Glu Mobile Has Turned It Around, NextGenAnalysis,GLUU,Long
" May 17, 2017, 5:26 PM ",/article/4074204-staples-focused-2020-business-strategy,Staples Is Focused On Its 2020 Business Strategy, Michael Wiggins De Oliveira,SPLS,Long
" May 17, 2017, 5:03 PM ",/article/4074206-amazons-next-big-thing-25-billion-opportunity,Amazon's Next Big Thing Could Be A $25 Billion Opportunity, Gary Bourgeault,AMZN,Long
" May 17, 2017, 5:00 PM ",/article/4074205-buy-home-depot-capitalize-demise-sears,Buy Home Depot To Capitalize On The Demise Of Sears, James Brumley,HD,Long
" May 17, 2017, 4:56 PM ",/article/4074192-u-s-global-investors-amazing-opportunity-dividends-value-growth-gold,"U.S. Global Investors: An Amazing Opportunity In Dividends, Value, Growth, And Gold", Leland Wilkins,GROW,Long
" May 17, 2017, 4:04 PM ",/article/4074174-ibm-buffett-selling-catalyst,IBM: Buffett Selling Could Be A Catalyst, Activist Stocks,IBM,Long
" May 17, 2017, 3:56 PM ",/article/4074178-constellation-brands-party,Constellation Brands: Is The Party Over?, RoaringInvestor,STZ,Long
" May 17, 2017, 3:50 PM ",/article/4074167-goldman-end-trump-presidency,Goldman And An End To The Trump Presidency, Jonathan Weber,GS,Long
 MSSZF,/article/4073836-massimo-zanetti-undercovered-global-coffee-consolidators,Massimo Zanetti - Undercovered Global Coffee Consolidators," May 17, 2017, 3:42 PM ",Editors' Pick ,Long
" May 17, 2017, 3:27 PM ",/article/4074171-first-solar-poised-win,First Solar Is Poised To Win, Armin Rahmani,FSLR,Long
" May 17, 2017, 3:25 PM ",/article/4074170-facebook-just-take-dip,Facebook: Just Take A Dip, Joe Albano,FB,Long
" May 17, 2017, 3:22 PM ",/article/4074168-american-international-group-compelling-reward,American International Group: Compelling Reward, Stone Fox Capital,AIG,Long
" May 17, 2017, 3:12 PM ",/article/4074161-shopify-10-year-ebitda-forecast,Shopify: 10-Year EBITDA Forecast, Save Money Retire Early,SHOP,Long
" May 17, 2017, 2:54 PM ",/article/4074154-qualcomm-racing-ahead-stock-dead-water-gives,Qualcomm Is Racing Ahead. Its Stock Is Dead In The Water. What Gives?, Joseph L. Shaefer,QCOM,Long
" May 17, 2017, 2:27 PM ",/article/4074143-nvidias-valuation-still-reasonable,Why Nvidia's Valuation Is Still Reasonable, Celeritas Investments,NVDA,Long
" May 17, 2017, 2:17 PM ",/article/4074138-good-time-consider-zynga,Is It A Good Time To Consider Zynga?, Orthodox Investor,ZNGA,Long
" May 17, 2017, 1:54 PM ",/article/4074120-boeings-new-cash-cow,Boeing's New Cash Cow, Dhierin Bechai,BA,Long
" May 17, 2017, 1:42 PM ",/article/4074123-red-hat-future-open-source,Red Hat: The Future Of Open Source, Trevor Laudate,RHT,Long
 CLNY,/article/4074114-colony-northstar-offers-decent-yield-now-merger-complete,Colony NorthStar Offers Decent Yield Now That Merger Is Complete," May 17, 2017, 1:40 PM ",Editors' Pick ,Long
" May 17, 2017, 1:24 PM ",/article/4074119-eye-ophthalmology-analyzing-psividas-upcoming-clinical-trial,An Eye On Ophthalmology: Analyzing pSivida's Upcoming Clinical Trial, Life Sciences Millennial,EYPT,Long
" May 17, 2017, 1:00 PM ",/article/4074102-home-sweet-home-depot-200-plus-within-2-years,Home Sweet Home Depot: $200+ Within 2 Years?, DoctoRx,HD,Long
" May 17, 2017, 12:53 PM ",/article/4074099-raymond-james-wait-next-dip,Raymond James - Wait For The Next Dip," Michael Coppola, CFA",RJF,Long
" May 17, 2017, 12:28 PM ",/article/4074101-keeping-bullish-eye-aerie-pharmaceuticals,Keeping A Bullish Eye On Aerie Pharmaceuticals, Strong Bio,AERI,Long
" May 17, 2017, 12:06 PM ",/article/4074092-hecla-thing-focus,Hecla: The Only Thing To Focus On, Quad 7 Capital,HL,Long
 SMIVY,/article/4073739-sm-investments-best-country-proxy-philippines-long-term-growth-potential,SM Investments: Best Country Proxy For Philippines' Long-Term Growth Potential," May 17, 2017, 12:06 PM ",Editors' Pick ,Long
" May 17, 2017, 12:06 PM ",/article/4074083-buying-pullback-marijuana-play,Buying On The Pullback: My Marijuana Play, William Daniel,APHQF,Long
" May 17, 2017, 11:57 AM ",/article/4074081-turnaround-underway-near-2-biodelivery-sciences,Turnaround Is Underway On Near-$2 BioDelivery Sciences, Bret Jensen,BDSI,Long
 PYPL,/article/4074089-paypal-holdings-growth-boosting-customer-engagement,"PayPal Holdings, Growth Through Boosting Customer Engagement"," May 17, 2017, 11:55 AM ",Editors' Pick ,Long
" May 17, 2017, 11:54 AM ",/article/4074078-general-electric-multi-year-low-buying-opportunity,General Electric: Multi-Year Low Buying Opportunity?, Activist Stocks,GE,Long
" May 17, 2017, 11:47 AM ",/article/4074086-amd-jumps-word-intel-graphics-agreement,AMD Jumps On Word Of Intel Graphics Agreement, The Structure Of Price,AMD,Long
" May 17, 2017, 11:25 AM ",/article/4074080-advice-skechers-management-can-unlock-shareholder-value,Advice For How Skechers Management Can Unlock Shareholder Value, Nicholas Durante,SKX,Long
" May 17, 2017, 11:05 AM ",/article/4074071-spectra-energy-partners-q1-clearly-shows-enbridge-bought-general-partner,Spectra Energy Partners' Q1 Clearly Shows Why Enbridge Bought The General Partner, Michael Fitzsimmons,SEP,Long
" May 17, 2017, 10:25 AM ",/article/4074055-big-takeover-making,Big Takeover In The Making?, Jonathan Weber,BA,Long
" May 17, 2017, 9:50 AM ",/article/4074041-entry-level-homebuilder-buy,This Entry-Level Homebuilder Is A BUY," Joshua Hudson, CFA",LGIH,Long
" May 17, 2017, 9:49 AM ",/article/4074040-citron-wrong-exact-sciences,Citron Is Very Wrong On Exact Sciences, Kirk Spano,EXAS,Long
" May 17, 2017, 8:02 AM ",/article/4074024-cba-ab-initiatives-transforming-brew,CBA And AB/I Initiatives Are Transforming BREW, Mike Loughran,BREW,Long
" May 17, 2017, 7:30 AM ",/article/4073901-citigroup-offers-best-big-bank-buying-opportunity-today,Citigroup Offers The Best Big Bank Buying Opportunity Today, David Alton Clark,C,Long
" May 17, 2017, 7:23 AM ",/article/4074010-2-high-flying-stocks-second-week-may,2 High Flying Stocks Of The Second Week Of May, Johnathan Galt,"NVDA, AZN",Long
" May 17, 2017, 7:09 AM ",/article/4074003-starbucks-reassessing-long-term-case,Starbucks - Reassessing The Long-Term Case, Kenra Investors,SBUX,Long
" May 17, 2017, 6:31 AM ",/article/4073997-conocophillips-buy-50,Is ConocoPhillips A Buy Under $50?, Orthodox Investor,COP,Long
 BQNBF,/article/4073453-scoring-5-percent-dividend-yield-national-bank-belgium,Scoring A 5% Dividend Yield With The National Bank Of Belgium," May 17, 2017, 6:15 AM ",Editors' Pick ,Long
" May 17, 2017, 5:36 AM ",/article/4073992-valero-top-tier-refiner-strong-shareholder-commitment,Valero - Top Tier Refiner With A Strong Shareholder Commitment, The Value Portfolio,VLO,Long
" May 17, 2017, 4:58 AM ",/article/4073978-snap-instgram-already-won,Snap: Has Instgram Already Won?, Activist Stocks,SNAP,Long
" May 17, 2017, 4:52 AM ",/article/4073984-zoetis-close-52-week-high-yet-continues-robust-investment-opportunity-2017,"Zoetis Is Close To Its 52-Week High, Yet Continues To Be A Robust Investment Opportunity For 2017", Gaurao Bhade,ZTS,Long
" May 17, 2017, 4:01 AM ",/article/4073960-goodyear-positive-surprises-ahead,Goodyear: Positive Surprises Ahead?, John Abbink,GT,Long
" May 17, 2017, 3:37 AM ",/article/4073961-exxon-mobil-despite-size-company-still-significant-potential,"Exxon Mobil - Despite Its Size, This Company Still Has Significant Potential", The Value Portfolio,XOM,Long
" May 17, 2017, 3:08 AM ",/article/4073958-cheniere-takes-lng-train-china,Cheniere Takes An LNG Train To China, Open Square Capital,LNG,Long
" May 17, 2017, 2:40 AM ",/article/4073951-buy-united-states-oil-fund-play-brewing-oil-recovery,Buy The United States Oil Fund To Play The Brewing Oil Recovery, James Brumley,USO,Long
" May 17, 2017, 2:27 AM ",/article/4073947-voxx-international-rare-small-cap-opportunity,VOXX International: A Rare Small-Cap Opportunity, Austin Lee,VOXX,Long
" May 16, 2017, 11:28 PM ",/article/4073924-google-moat-warren-buffett-missed,Google: The Moat That Warren Buffett Missed, SPY Guy,"GOOG, GOOGL",Long
