Authors,Date,Link,Tickers,Title,Strategy
" Swaraj Chowdhury, CFA"," Dec. 31, 2015, 9:29 AM ",/article/3782836-tivo-inc-2_0-percent-busted-convertible-notes-attractive-86-stock-8_57,TIVO,TiVo Inc.: 2.0% Busted Convertible Notes Attractive At 86 But Not The Stock At $8.57,Long
 Michael Battat," Dec. 31, 2015, 9:00 AM ",/article/3723766-lowes-undercover-gift-giving-play-holiday-season,LOW,Lowe's Is Your Undercover Gift-Giving Play This Holiday Season,Long
 Alpha Gen Capital," Dec. 31, 2015, 8:58 AM ",/article/3782776-f-squared-settled-virtus-investment-partners-looks-poised-growth,VRTS,"With F-Squared Settled, Virtus Investment Partners Looks Poised For Growth",Long
 General Expert," Dec. 31, 2015, 8:56 AM ",/article/3723756-understanding-conns-value,CONN,Understanding Conn's Value,Long
 True Intrinsic Value," Dec. 31, 2015, 8:44 AM ",/article/3784896-valeant-pharmaceuticals-ceo-pearsons-medical-leave-non-event-presents-compelling-buying,VRX,Valeant Pharmaceuticals: CEO Pearson's Medical Leave Is A Non Event And Presents Compelling Buying Opportunity,Long
 Plain Vanilla Research," Dec. 31, 2015, 7:18 AM ",/article/3784746-red-hat-taking-market-storm,RHT,Red Hat: Taking The Market By Storm,Long
 Akshansh Gandhi," Dec. 31, 2015, 7:04 AM ",/article/3784686-jetblues-pullback-presents-buying-opportunity,JBLU,JetBlue's Pullback Presents A Buying Opportunity,Long
 Bradd Kern," Dec. 31, 2015, 7:00 AM ",/article/3783926-gaming-nation-significantly-better-odds-50-50-raffle,GMNZF,Gaming Nation: Significantly Better Odds Than A 50/50 Raffle,Long
 Alpha Investments," Dec. 31, 2015, 6:57 AM ",/article/3784676-5-reasons-consider-adding-panera-bread-portfolio-2016,PNRA,5 Reasons To Consider Adding Panera Bread To Your Portfolio In 2016,Long
 Sam Rystrom," Dec. 31, 2015, 6:33 AM ",/article/3784656-dunkin-brands-slam-dunk-fundamentals-lead-great-long-term-investment,DNKN,Dunkin' Brands - Slam Dunk Fundamentals Lead To A Great Long-Term Investment,Long
 Seth Golden," Dec. 31, 2015, 6:32 AM ",/article/3784636-j-c-penney-depicting-relevant-logical-analysis-investing,JCP,J.C. Penney: Depicting Relevant And Logical Analysis For Investing,Long
 David White," Dec. 31, 2015, 6:28 AM ",/article/3784616-best-technology-pair-trade-2016-buy-facebook-short-twitter,"FB, TWTR",My Best Technology Pair Trade For 2016: Buy Facebook And Short Twitter,Long
 Daniel Ruttley," Dec. 31, 2015, 6:16 AM ",/article/3784586-caesarstone-sdot-yam-still-tick-boxes-growth-investors,CSTE,Does CaesarStone Sdot-Yam Still Tick All The Boxes For Growth Investors?,Long
 Simple Investment Ideas," Dec. 31, 2015, 5:22 AM ",/article/3784566-cognizant-dominant-player-booming-software-service-industry,CTSH,Cognizant: Dominant Player In The Booming IT/Software Service Industry,Long
 WestEnd511," Dec. 31, 2015, 5:15 AM ",/article/3784556-google-2016-outlook-changing-face-tv-know,"GOOG, GOOGL",Google 2016 Outlook: The Changing Face Of TV As We Know It,Long
 WestEnd511," Dec. 31, 2015, 4:17 AM ",/article/3784486-amazon-2016-outlook-ready-prime-time,AMZN,Amazon 2016 Outlook: Ready For Prime Time,Long
 Somint Research," Dec. 31, 2015, 3:38 AM ",/article/3784416-tesla-benefits-ces-inclusion-ev-industry,TSLA,Tesla: Benefits From CES Inclusion Of EV Industry,Long
 Kevin H Li," Dec. 31, 2015, 2:03 AM ",/article/3784356-brocade-appears-significantly-undervalued,BRCD,Brocade Appears Significantly Undervalued,Long
 Nunez Enterprises," Dec. 31, 2015, 1:50 AM ",/article/3784346-nikes-demand-creation-expense-slam-dunk-companys-bottom-line,NKE,Nike's Demand Creation Expense: A Slam Dunk For The Company's Bottom Line,Long
 Matt Margolis," Dec. 31, 2015, 1:47 AM ",/article/3784336-thoughts-plug-powers-annual-business-update-peek-future,PLUG,My Thoughts On Plug Power's Annual Business Update And A Peek Into The Future,Long
 Abba's Aces," Dec. 31, 2015, 1:41 AM ",/article/3784326-priceline-way-play-competition-airline-sector,BKNG,Priceline Is The Way To Play The Competition In The Airline Sector,Long
 Jesse Moore," Dec. 31, 2015, 12:15 AM ",/article/3784246-tesla-motors-hiring-spree-screams-rapid-growth,TSLA,Tesla Motors Is On A Hiring Spree That Screams Rapid Growth,Long
 Shudeep Chandrasekhar," Dec. 31, 2015, 12:10 AM ",/article/3784236-home-depot-riding-favorable-housing-market-tide,HD,Home Depot - Riding Favorable Housing Market Tide,Long
 William Meyers," Dec. 30, 2015, 11:26 PM ",/article/3784256-celgene-catalysts-2016,CELG,Celgene Catalysts For 2016,Long
 Javier Arguello," Dec. 30, 2015, 8:48 PM ",/article/3784176-company-insiders-luminex-royalty-assay-revenues-soar,LMNX,Why Company Insiders Own Luminex: Royalty And Assay Revenues Soar,Long
 Neal Razi," Dec. 30, 2015, 7:42 PM ",/article/3722076-wal-mart-making-right-investments,WMT,Wal-Mart Is Making The Right Investments,Long
 William Stamm," Dec. 30, 2015, 6:45 PM ",/article/3784156-alcoa-interesting-speculative-pick-todays-price,AA,Alcoa: An Interesting Speculative Pick At Today's Price,Long
 Dallas Salazar," Dec. 30, 2015, 4:21 PM ",/article/3783906-one-horizon-group-12-million-downloads-revenue-ramping,OHGI,"One Horizon Group: 12 Million Downloads, Revenue Ramping",Long
 Stock Doctor," Dec. 30, 2015, 4:18 PM ",/article/3783966-mei-pharma-undervalued-pracinostat-advances-phase-3-aml,MEIP,MEI Pharma Undervalued As Pracinostat Advances To Phase 3 In AML,Long
 Adelphi Venture Capital," Dec. 30, 2015, 4:16 PM ",/article/3783946-small-caps-watch-2016-hollysys-automation-technologies,HOLI,Small Caps To Watch In 2016 - HollySys Automation Technologies,Long
 Income Surfer," Dec. 30, 2015, 4:06 PM ",/article/3783896-visa-company-want,V,Visa: A Company Where I Want To Be,Long
 Adelphi Venture Capital," Dec. 30, 2015, 3:59 PM ",/article/3783876-small-caps-watch-2016-plantronics,PLT,Small Caps To Watch In 2016 - Plantronics,Long
 The Investment Doctor," Dec. 30, 2015, 3:53 PM ",/article/3783856-airboss-will-either-double-taken-within-2-years,ABSSF,Airboss Will Either Double Or Be Taken Out Within 2 Years,Long
 Kumar Patel," Dec. 30, 2015, 3:52 PM ",/article/3783846-current-turmoil-facing-aberdeen-asset-management-deter-investor-long-term-prospects,ABDNY,Current Turmoil Facing Aberdeen Asset Management Should Not Deter Investor From Its Long-Term Prospects,Long
" Dec. 30, 2015, 3:45 PM ", SMRT,/article/3721526-stein-mart-rising-revs-cratering-price-favorable-secular-trends,Editors' Pick ,"Stein Mart: Rising Revs, Cratering Price And Favorable Secular Trends",Long
 Paulo Santos," Dec. 30, 2015, 3:44 PM ",/article/3783836-cemig-weather-like,CIG,CEMIG: What's The Weather Like?,Long
 Stone Fox Capital," Dec. 30, 2015, 3:36 PM ",/article/3783816-semiconductor-need-fairchild,ON,Does ON Semiconductor Need Fairchild?,Long
 Darspal S Mann," Dec. 30, 2015, 3:33 PM ",/article/3781826-finisar-may-help-start-consolidation,FNSR,Finisar May And Should Help Start Consolidation,Long
 Alpha Shark," Dec. 30, 2015, 2:48 PM ",/article/3783736-pacific-drilling-opportunity-investors-understand-risks,PACD,Pacific Drilling - Opportunity For Investors Who Understand Risks,Long
 Stone Fox Capital," Dec. 30, 2015, 2:43 PM ",/article/3783716-cbs-value-beaten-sector,CBS,CBS: Value In A Beaten Down Sector,Long
 BumbleBayGoombeeFluor," Dec. 30, 2015, 2:31 PM ",/article/3783706-disney-star-wars-media-segment-demise-overblown,DIS,"Disney: Once Again, Star Wars And Media Segment Demise Are Overblown",Long
 West Coast Growth Picks," Dec. 30, 2015, 1:59 PM ",/article/3783506-west-coast-troubles-jetblue,JBLU,West Coast Troubles At JetBlue?,Long
 Benjamin Warner," Dec. 30, 2015, 1:45 PM ",/article/3783546-mens-market-growth-bolster-5-year-major-upside-lululemon,LULU,Men's Market Growth To Bolster - 5 Year Major Upside For Lululemon,Long
 Dallas Salazar," Dec. 30, 2015, 1:32 PM ",/article/3783526-energy-xxi-taking-look-first-lien-video,EGC,Energy XXI: Taking A Look At The First Lien (Video),Long
 Eli Inkrot," Dec. 30, 2015, 1:12 PM ",/article/3783496-franklin-resources-trading-10-times-earnings,BEN,Franklin Resources Trading Under 10 Times Earnings,Long
 ONeil Trader," Dec. 30, 2015, 12:58 PM ",/article/3781236-long-case-otonomy,OTIC,The Long Case For Otonomy,Long
 West Coast Growth Picks," Dec. 30, 2015, 12:56 PM ",/article/3783456-big-opportunities-ahead-spirit-airlines,SAVE,Big Opportunities Ahead For Spirit Airlines,Long
" Dec. 30, 2015, 12:46 PM ", BBW,/article/3720916-build-bear-workshop-retail-turnaround-pick-2016-47-percent-upside,Editors' Pick ,Build-A-Bear Workshop: My Retail Turnaround Pick For 2016 With 47% Upside,Long
 Maltsman Finance," Dec. 30, 2015, 12:34 PM ",/article/3783406-canadian-solar-long-term-investment-thriving-solar-energy-market,CSIQ,Canadian Solar: A Long-Term Investment In The Thriving Solar Energy Market,Long
 Axia Enantio," Dec. 30, 2015, 12:30 PM ",/article/3783326-3d-systems-long-term-story-impacted-consumer-printer-shutdown,DDD,3D Systems: Long-Term Story Not Impacted By Consumer Printer Shutdown,Long
 Chris Katje," Dec. 30, 2015, 12:15 PM ",/article/3783356-barnes-and-noble-beer-save-company-adds-reasons-buy-third-quarter-earnings,BKS,Barnes & Noble: Beer Won't Save The Company But Adds To Reasons To Buy Before Third Quarter Earnings,Long
 Quad 7 Capital," Dec. 30, 2015, 12:11 PM ",/article/3783336-double-meet-top-2015-performer,MEET,A Double: 'Meet' My Top 2015 Performer,Long
 Leverage Equity Research," Dec. 30, 2015, 11:41 AM ",/article/3783236-uber-versus-lyft,UBER,Uber Versus Lyft,Long
 Nicholas Bodnar," Dec. 30, 2015, 11:37 AM ",/article/3783226-p-m-transportation-services-overblown-industry-wide-headwinds-provides-attractive-entry-point,PTSI,P.A.M. Transportation Services: Overblown Industry Wide Headwinds Provides An Attractive Entry Point For Microcap Investors,Long
 JMY Investments," Dec. 30, 2015, 10:58 AM ",/article/3783146-smarter-5th-grader-know-cheniere-energy-buy,LNG,You Don't Have To Be Smarter Than A 5th Grader To Know Cheniere Energy Is A Buy,Long
 The Investment Doctor," Dec. 30, 2015, 10:35 AM ",/article/3783016-little-painted-pony-wants-become-big-horse-next-year,PDPYF,My Little (Painted) Pony Wants To Become A Big Horse Next Year,Long
 Profit Fan," Dec. 30, 2015, 10:35 AM ",/article/3780826-midwestones-dividend-ready-grow,MOFG,MidWestOne's Dividend Is Ready To Grow,Long
 Adelphi Venture Capital," Dec. 30, 2015, 10:25 AM ",/article/3782986-hersheys-2016-year-monkey,HSY,Hershey's 2016 - The Year Of The Monkey,Long
 Honne Capital," Dec. 30, 2015, 10:18 AM ",/article/3782966-sientra-uncertainty-discount-big,SIEN,Sientra: The Uncertainty Discount Is Too Big,Long
" Dec. 30, 2015, 10:12 AM "," BRK.B, BRK.A",/article/3782946-berkshire-hathaway-trading-estimated-11_6x-earnings-intrinsic-value-180-share,Editors' Pick ,Berkshire Hathaway: Trading At An Estimated 11.6x Earnings With An Intrinsic Value Of $180/Share,Long
" Dec. 30, 2015, 10:09 AM ", PAG,/article/3720286-penske-auto-driving-ahead-clear-road,Editors' Pick ,Penske Auto: Driving Ahead On A Clear Road,Long
 The Investment Doctor," Dec. 30, 2015, 10:03 AM ",/article/3782886-scholastics-dutch-auction-real-estate-plans-will-boost-fcf-share-55-percent-within-2-years,SCHL,Scholastic's Dutch Auction And Real Estate Plans Will Boost The FCF/Share By 55% Within 2 Years,Long
 The Small-Cap Authority," Dec. 30, 2015, 9:58 AM ",/article/3782866-christopher-and-banks-great-risk-reward-3xminus-4x-investment-opportunity-limited-downside,CBK,Christopher & Banks: Great Risk/Reward - 3x-4x Investment Opportunity With Limited Downside,Long
 V is for Value," Dec. 30, 2015, 9:30 AM ",/article/3720136-gap-beaten-retailer-offers-long-term-opportunity,GPS,Gap: This Beaten-Down Retailer Offers A Long-Term Opportunity,Long
 Matthew Worley," Dec. 30, 2015, 9:26 AM ",/article/3782826-pnc-easy-1minus-2minus-3,PNC,"PNC, Easy As 1-2-3",Long
 Dutch Trader," Dec. 30, 2015, 9:17 AM ",/article/3720066-build-bear-customer-experience-stock-going-conquer-world,BBW,Build-A-Bear: This Customer Experience Stock Is Going To Conquer The World,Long
" Dec. 30, 2015, 8:50 AM ", WEX,/article/3780496-wex-inc-extending-reach-expected-become-payment-solutions-powerhouse,Editors' Pick ,WEX Inc. Is Extending Its Reach And Is Expected To Become A Payment Solutions Powerhouse,Long
 Kevin J. Holloway," Dec. 30, 2015, 8:37 AM ",/article/3782726-valuing-berkshire-hathaway-help-tom-gayner,"BRK.B, BRK.A",Valuing Berkshire Hathaway With Help From Tom Gayner,Long
 Terrier Investing," Dec. 30, 2015, 8:02 AM ",/article/3780326-electronics-imaging-carving-growth-niche-printing,EFII,Electronics For Imaging Carving Out A Growth Niche In Printing,Long
" Stephen Simpson, CFA"," Dec. 30, 2015, 7:50 AM ",/article/3780296-manitex-struggling-boom-cycle-goes-bust,MNTX,Manitex Struggling As The Boom Cycle Goes Bust,Long
 Alpha Gen Capital," Dec. 30, 2015, 7:45 AM ",/article/3779726-verint-systems-fallen-fast-hard-now-offers-good-value,VRNT,"Verint Systems Has Fallen Fast And Hard, And Now Offers Good Value",Long
 Alpha Gen Capital," Dec. 30, 2015, 7:20 AM ",/article/3780206-myr-group-sale-will-someone-buy,MYRG,MYR Group Is On Sale: Will Someone Buy It?,Long
 Societe Financiers," Dec. 30, 2015, 7:00 AM ",/article/3782496-verizon-3-factors-making-undervalued,VZ,Verizon: 3 Factors Making It Undervalued,Long
 Josh Arnold," Dec. 30, 2015, 6:07 AM ",/article/3782456-will-bank-america-monetize-deposits,BAC,When Will Bank Of America Monetize All Those Deposits?,Long
 Shudeep Chandrasekhar," Dec. 30, 2015, 3:37 AM ",/article/3782316-nike-fair-company-not-fair-price,NKE,Nike: A 'Fair' Company At A 'Not-So-Fair' Price,Long
 Anthony Fernandez," Dec. 30, 2015, 3:18 AM ",/article/3782296-macys-falling-knife-worth-catching,M,Macy's Is A Falling Knife That's Worth Catching,Long
 Daniel Jones," Dec. 30, 2015, 3:11 AM ",/article/3782286-breitburns-credit-facility-become-major-concern,BBEPQ,BreitBurn's Credit Facility Could Become A Major Concern,Long
 Quad 7 Capital," Dec. 30, 2015, 2:35 AM ",/article/3782246-dave-and-busters-back,PLAY,Dave & Buster's: I'll Be Back,Long
 Seth Golden," Dec. 30, 2015, 2:00 AM ",/article/3782216-bed-bath-and-beyonds-gross-profit-margins-come-home-roost,BBBY,Bed Bath & Beyond's Gross Profit Margins Come Home To Roost,Long
 PLM Investments," Dec. 30, 2015, 1:26 AM ",/article/3782196-novo-nordisk-make-take-strategy-obesity-drug-market,NVO,Novo Nordisk: Make-And-Take Strategy For The Obesity Drug Market,Long
 West Coast Growth Picks," Dec. 30, 2015, 12:20 AM ",/article/3782146-5-1-benefits-american-airlines-premium-economy-launch,AAL,5 In 1 Benefits For American Airlines With Premium Economy Launch,Long
 Endeavor Analytics," Dec. 29, 2015, 6:50 PM ",/article/3782056-sibanye-gold-marches-2016-strong-currency-tailwind,SBGL,Sibanye Gold Marches Into 2016 With A Strong Currency Tailwind,Long
 WestEnd511," Dec. 29, 2015, 6:11 PM ",/article/3782006-alibaba-differentiating-mobile-maps-real-time-update,BABA,Alibaba: Differentiating Mobile Maps With Real-Time Update,Long
 Daniel Jones," Dec. 29, 2015, 6:03 PM ",/article/3781966-linn-energys-best-shot-survival,LNGG,Linn Energy's Best Shot At Survival,Long
 Biotech Beast," Dec. 29, 2015, 3:45 PM ",/article/3781866-eli-lilly-can-save-transition-therapeutics-inc,TTHI,Eli Lilly Can Save Transition Therapeutics Inc.,Long
 Canuck Investments," Dec. 29, 2015, 3:23 PM ",/article/3781776-canadian-national-railroad-best-bargain-going-2016,CNI,Canadian National Railroad: The Best Bargain Going Into 2016,Long
 Bert Hochfeld," Dec. 29, 2015, 3:22 PM ",/article/3781676-nuance-company-reaching-growth-inflection-point,NUAN,Nuance: The Company Is Reaching A Growth Inflection Point,Long
 Horizon Investments," Dec. 29, 2015, 3:18 PM ",/article/3781746-strong-business-fundamentals-cast-bright-outlook-j-m-smucker,SJM,Strong Business Fundamentals Cast A Bright Outlook For J. M. Smucker,Long
" Edward Vranic, CFA"," Dec. 29, 2015, 3:15 PM ",/article/3781736-short-squeeze-may-coming-amira-nature-foods-fights-fraud-allegations-court,ANFI,A Short Squeeze May Be Coming On Amira Nature Foods As It Fights Fraud Allegations In Court,Long
 Adelphi Venture Capital," Dec. 29, 2015, 2:47 PM ",/article/3781636-mastercard-looks-little-overpriced-hold-great-long-term-gains,MA,MasterCard Looks A Little Overpriced But Hold For Great Long-Term Gains,Long
 Bill Maurer," Dec. 29, 2015, 2:32 PM ",/article/3781596-tesla-changed-china-strategy,TSLA,Has Tesla Changed Its China Strategy?,Long
" Stephen Simpson, CFA"," Dec. 29, 2015, 2:31 PM ",/article/3781576-jpmorgans-steady-progress-fully-rewarded,JPM,JPMorgan's Steady Progress Not Fully Rewarded,Long
 Dallas Salazar," Dec. 29, 2015, 2:09 PM ",/article/3781406-energy-xxi-restrictive-2nd-lien-notes-mean-destressing-efforts-going-forward-video,EGC,Energy XXI: How Restrictive Are The 2nd Lien Notes And What Does This Mean For Destressing Efforts Going Forward? (Video),Long
" Dec. 29, 2015, 2:05 PM ", TKR,/article/3781386-timken-much-higher-quality-company-transformation,Editors' Pick ,Timken Is A Much Higher Quality Company After Its Transformation,Long
 Jesse Moore," Dec. 29, 2015, 1:34 PM ",/article/3781356-firing-cheniere-energy-ceo-best-thing-investors-asked,LNG,The Firing Of Cheniere Energy CEO Is The Best Thing Investors Could Have Asked For,Long
 Vince Martin," Dec. 29, 2015, 1:25 PM ",/article/3779006-knoll-cheap,KNL,Knoll Is Too Cheap,Long
 The Investment Doctor," Dec. 29, 2015, 1:09 PM ",/article/3781286-caleres-share-price-correction-offers-interesting-opportunity-get,CAL,Caleres' Share Price Correction Offers An Interesting Opportunity To Get In,Long
 Brian Grosso," Dec. 29, 2015, 1:04 PM ",/article/3778956-charles-river-associates-cheap-reputable-risky-m-cycle-backdrop,CRAI,"Charles River Associates: Cheap And Reputable, But Risky M&A Cycle Backdrop",Long
 Bill Zettler," Dec. 29, 2015, 12:58 PM ",/article/3781226-amd-multiple-catalysts-will-drive-double-2016-another-double-2017,AMD,AMD: Multiple Catalysts Will Drive A Double In 2016 And Another Double In 2017,Long
 True Intrinsic Value," Dec. 29, 2015, 12:47 PM ",/article/3781216-planet-payment-ready-take,PLPM,Planet Payment Is About Ready To Take Off,Long
 The Value Investor," Dec. 29, 2015, 12:42 PM ",/article/3781206-roadrunner-transportation-uncertainty-continues-eyes-debt-load,RRTS,"Roadrunner Transportation: Uncertainty Continues, All Eyes On The Debt Load",Long
 Lawrence Williams," Dec. 29, 2015, 12:17 PM ",/article/3781136-hecla-mining-small-cap-precious-metals-stock-medium-long-term,HL,Hecla Mining - A Small Cap Precious Metals Stock For The Medium To Long Term,Long
 The Small-Cap Authority," Dec. 29, 2015, 12:15 PM ",/article/3781126-several-positives-tecnoglass-apogee-reports-earnings,TGLS,Several Positives For Tecnoglass As Apogee Reports Earnings,Long
 Anthony Ruben," Dec. 29, 2015, 12:04 PM ",/article/3781076-transocean-another-day-another-cancellation-ok,RIG,"Transocean: Another Day, Another Cancellation (Why It Is Not OK)",Long
